"age","sex","year","contents","10211: Population, by age, sex, year and contents"
"F65-69 65-69 years","0 Both sexes","2002","Persons",163143
"F65-69 65-69 years","0 Both sexes","2003","Persons",162710
"F65-69 65-69 years","0 Both sexes","2004","Persons",166011
"F65-69 65-69 years","0 Both sexes","2005","Persons",171000
"F65-69 65-69 years","0 Both sexes","2006","Persons",177301
"F65-69 65-69 years","0 Both sexes","2007","Persons",180833
"F65-69 65-69 years","0 Both sexes","2008","Persons",188500
"F65-69 65-69 years","0 Both sexes","2009","Persons",197969
"F65-69 65-69 years","0 Both sexes","2010","Persons",212061
"F65-69 65-69 years","0 Both sexes","2011","Persons",226767
"F65-69 65-69 years","0 Both sexes","2012","Persons",249106
"F65-69 65-69 years","0 Both sexes","2013","Persons",263972
"F65-69 65-69 years","0 Both sexes","2014","Persons",273975
"F65-69 65-69 years","0 Both sexes","2015","Persons",277702
"F65-69 65-69 years","0 Both sexes","2016","Persons",279227
"F65-69 65-69 years","0 Both sexes","2017","Persons",273454
"F65-69 65-69 years","0 Both sexes","2018","Persons",272143
"F65-69 65-69 years","0 Both sexes","2019","Persons",273004
"F65-69 65-69 years","0 Both sexes","2020","Persons",275272
"F65-69 65-69 years","0 Both sexes","2021","Persons",278867
"F65-69 65-69 years","0 Both sexes","2022","Persons",284853
"F65-69 65-69 years","1 Males","1846","Persons",13272
"F65-69 65-69 years","1 Males","1847","Persons",13707
"F65-69 65-69 years","1 Males","1848","Persons",13800
"F65-69 65-69 years","1 Males","1849","Persons",13489
"F65-69 65-69 years","1 Males","1850","Persons",13737
"F65-69 65-69 years","1 Males","1851","Persons",13737
"F65-69 65-69 years","1 Males","1852","Persons",14127
"F65-69 65-69 years","1 Males","1853","Persons",14518
"F65-69 65-69 years","1 Males","1854","Persons",15356
"F65-69 65-69 years","1 Males","1855","Persons",15980
"F65-69 65-69 years","1 Males","1856","Persons",16755
"F65-69 65-69 years","1 Males","1857","Persons",17120
"F65-69 65-69 years","1 Males","1858","Persons",17646
"F65-69 65-69 years","1 Males","1859","Persons",17910
"F65-69 65-69 years","1 Males","1860","Persons",18228
"F65-69 65-69 years","1 Males","1861","Persons",18280
"F65-69 65-69 years","1 Males","1862","Persons",18328
"F65-69 65-69 years","1 Males","1863","Persons",18470
"F65-69 65-69 years","1 Males","1864","Persons",18702
"F65-69 65-69 years","1 Males","1865","Persons",18990
"F65-69 65-69 years","1 Males","1866","Persons",19369
"F65-69 65-69 years","1 Males","1867","Persons",19378
"F65-69 65-69 years","1 Males","1868","Persons",18680
"F65-69 65-69 years","1 Males","1869","Persons",18387
"F65-69 65-69 years","1 Males","1870","Persons",17821
"F65-69 65-69 years","1 Males","1871","Persons",17729
"F65-69 65-69 years","1 Males","1872","Persons",18016
"F65-69 65-69 years","1 Males","1873","Persons",18507
"F65-69 65-69 years","1 Males","1874","Persons",18380
"F65-69 65-69 years","1 Males","1875","Persons",17783
"F65-69 65-69 years","1 Males","1876","Persons",17719
"F65-69 65-69 years","1 Males","1877","Persons",18010
"F65-69 65-69 years","1 Males","1878","Persons",18793
"F65-69 65-69 years","1 Males","1879","Persons",19262
"F65-69 65-69 years","1 Males","1880","Persons",19917
"F65-69 65-69 years","1 Males","1881","Persons",20738
"F65-69 65-69 years","1 Males","1882","Persons",21860
"F65-69 65-69 years","1 Males","1883","Persons",22311
"F65-69 65-69 years","1 Males","1884","Persons",23402
"F65-69 65-69 years","1 Males","1885","Persons",24665
"F65-69 65-69 years","1 Males","1886","Persons",25767
"F65-69 65-69 years","1 Males","1887","Persons",26415
"F65-69 65-69 years","1 Males","1888","Persons",27367
"F65-69 65-69 years","1 Males","1889","Persons",28172
"F65-69 65-69 years","1 Males","1890","Persons",28649
"F65-69 65-69 years","1 Males","1891","Persons",29041
"F65-69 65-69 years","1 Males","1892","Persons",29377
"F65-69 65-69 years","1 Males","1893","Persons",29061
"F65-69 65-69 years","1 Males","1894","Persons",28805
"F65-69 65-69 years","1 Males","1895","Persons",29079
"F65-69 65-69 years","1 Males","1896","Persons",28758
"F65-69 65-69 years","1 Males","1897","Persons",28284
"F65-69 65-69 years","1 Males","1898","Persons",28186
"F65-69 65-69 years","1 Males","1899","Persons",28462
"F65-69 65-69 years","1 Males","1900","Persons",28547
"F65-69 65-69 years","1 Males","1901","Persons",28964
"F65-69 65-69 years","1 Males","1902","Persons",28895
"F65-69 65-69 years","1 Males","1903","Persons",28729
"F65-69 65-69 years","1 Males","1904","Persons",27692
"F65-69 65-69 years","1 Males","1905","Persons",26748
"F65-69 65-69 years","1 Males","1906","Persons",26011
"F65-69 65-69 years","1 Males","1907","Persons",26543
"F65-69 65-69 years","1 Males","1908","Persons",26931
"F65-69 65-69 years","1 Males","1909","Persons",27880
"F65-69 65-69 years","1 Males","1910","Persons",28678
"F65-69 65-69 years","1 Males","1911","Persons",29571
"F65-69 65-69 years","1 Males","1912","Persons",29815
"F65-69 65-69 years","1 Males","1913","Persons",30171
"F65-69 65-69 years","1 Males","1914","Persons",30214
"F65-69 65-69 years","1 Males","1915","Persons",30958
"F65-69 65-69 years","1 Males","1916","Persons",31099
"F65-69 65-69 years","1 Males","1917","Persons",31757
"F65-69 65-69 years","1 Males","1918","Persons",31875
"F65-69 65-69 years","1 Males","1919","Persons",32557
"F65-69 65-69 years","1 Males","1920","Persons",33245
"F65-69 65-69 years","1 Males","1921","Persons",34133
"F65-69 65-69 years","1 Males","1922","Persons",34408
"F65-69 65-69 years","1 Males","1923","Persons",34986
"F65-69 65-69 years","1 Males","1924","Persons",35176
"F65-69 65-69 years","1 Males","1925","Persons",35374
"F65-69 65-69 years","1 Males","1926","Persons",35100
"F65-69 65-69 years","1 Males","1927","Persons",34876
"F65-69 65-69 years","1 Males","1928","Persons",34915
"F65-69 65-69 years","1 Males","1929","Persons",35550
"F65-69 65-69 years","1 Males","1930","Persons",35884
"F65-69 65-69 years","1 Males","1931","Persons",36620
"F65-69 65-69 years","1 Males","1932","Persons",37700
"F65-69 65-69 years","1 Males","1933","Persons",37900
"F65-69 65-69 years","1 Males","1934","Persons",37970
"F65-69 65-69 years","1 Males","1935","Persons",37821
"F65-69 65-69 years","1 Males","1936","Persons",37911
"F65-69 65-69 years","1 Males","1937","Persons",38134
"F65-69 65-69 years","1 Males","1938","Persons",39140
"F65-69 65-69 years","1 Males","1939","Persons",40026
"F65-69 65-69 years","1 Males","1940","Persons",41601
"F65-69 65-69 years","1 Males","1941","Persons",43017
"F65-69 65-69 years","1 Males","1942","Persons",44483
"F65-69 65-69 years","1 Males","1943","Persons",45843
"F65-69 65-69 years","1 Males","1944","Persons",47267
"F65-69 65-69 years","1 Males","1945","Persons",47723
"F65-69 65-69 years","1 Males","1946","Persons",48045
"F65-69 65-69 years","1 Males","1947","Persons",48256
"F65-69 65-69 years","1 Males","1948","Persons",48096
"F65-69 65-69 years","1 Males","1949","Persons",48403
"F65-69 65-69 years","1 Males","1950","Persons",48620
"F65-69 65-69 years","1 Males","1951","Persons",49702
"F65-69 65-69 years","1 Males","1952","Persons",51698
"F65-69 65-69 years","1 Males","1953","Persons",53587
"F65-69 65-69 years","1 Males","1954","Persons",55195
"F65-69 65-69 years","1 Males","1955","Persons",56295
"F65-69 65-69 years","1 Males","1956","Persons",57526
"F65-69 65-69 years","1 Males","1957","Persons",59828
"F65-69 65-69 years","1 Males","1958","Persons",61321
"F65-69 65-69 years","1 Males","1959","Persons",63718
"F65-69 65-69 years","1 Males","1960","Persons",66277
"F65-69 65-69 years","1 Males","1961","Persons",68786
"F65-69 65-69 years","1 Males","1962","Persons",70918
"F65-69 65-69 years","1 Males","1963","Persons",72640
"F65-69 65-69 years","1 Males","1964","Persons",74277
"F65-69 65-69 years","1 Males","1965","Persons",75471
"F65-69 65-69 years","1 Males","1966","Persons",76488
"F65-69 65-69 years","1 Males","1967","Persons",77463
"F65-69 65-69 years","1 Males","1968","Persons",78684
"F65-69 65-69 years","1 Males","1969","Persons",79617
"F65-69 65-69 years","1 Males","1970","Persons",80318
"F65-69 65-69 years","1 Males","1971","Persons",80672
"F65-69 65-69 years","1 Males","1972","Persons",81422
"F65-69 65-69 years","1 Males","1973","Persons",82001
"F65-69 65-69 years","1 Males","1974","Persons",83211
"F65-69 65-69 years","1 Males","1975","Persons",85387
"F65-69 65-69 years","1 Males","1976","Persons",87262
"F65-69 65-69 years","1 Males","1977","Persons",89150
"F65-69 65-69 years","1 Males","1978","Persons",91063
"F65-69 65-69 years","1 Males","1979","Persons",92373
"F65-69 65-69 years","1 Males","1980","Persons",93159
"F65-69 65-69 years","1 Males","1981","Persons",93352
"F65-69 65-69 years","1 Males","1982","Persons",93273
"F65-69 65-69 years","1 Males","1983","Persons",93926
"F65-69 65-69 years","1 Males","1984","Persons",94364
"F65-69 65-69 years","1 Males","1985","Persons",93912
"F65-69 65-69 years","1 Males","1986","Persons",97410
"F65-69 65-69 years","1 Males","1987","Persons",98864
"F65-69 65-69 years","1 Males","1988","Persons",99107
"F65-69 65-69 years","1 Males","1989","Persons",99797
"F65-69 65-69 years","1 Males","1990","Persons",100230
"F65-69 65-69 years","1 Males","1991","Persons",96569
"F65-69 65-69 years","1 Males","1992","Persons",94704
"F65-69 65-69 years","1 Males","1993","Persons",92173
"F65-69 65-69 years","1 Males","1994","Persons",89313
"F65-69 65-69 years","1 Males","1995","Persons",87044
"F65-69 65-69 years","1 Males","1996","Persons",85867
"F65-69 65-69 years","1 Males","1997","Persons",84130
"F65-69 65-69 years","1 Males","1998","Persons",83529
"F65-69 65-69 years","1 Males","1999","Persons",82022
"F65-69 65-69 years","1 Males","2000","Persons",80365
"F65-69 65-69 years","1 Males","2001","Persons",78277
"F65-69 65-69 years","1 Males","2002","Persons",77793
"F65-69 65-69 years","1 Males","2003","Persons",77705
"F65-69 65-69 years","1 Males","2004","Persons",79315
"F65-69 65-69 years","1 Males","2005","Persons",81990
"F65-69 65-69 years","1 Males","2006","Persons",85663
"F65-69 65-69 years","1 Males","2007","Persons",87570
"F65-69 65-69 years","1 Males","2008","Persons",91690
"F65-69 65-69 years","1 Males","2009","Persons",96896
"F65-69 65-69 years","1 Males","2010","Persons",104467
"F65-69 65-69 years","1 Males","2011","Persons",111996
"F65-69 65-69 years","1 Males","2012","Persons",123568
"F65-69 65-69 years","1 Males","2013","Persons",131173
"F65-69 65-69 years","1 Males","2014","Persons",136419
"F65-69 65-69 years","1 Males","2015","Persons",138419
"F65-69 65-69 years","1 Males","2016","Persons",139370
"F65-69 65-69 years","1 Males","2017","Persons",136705
"F65-69 65-69 years","1 Males","2018","Persons",136101
"F65-69 65-69 years","1 Males","2019","Persons",136125
"F65-69 65-69 years","1 Males","2020","Persons",137044
"F65-69 65-69 years","1 Males","2021","Persons",138714
"F65-69 65-69 years","1 Males","2022","Persons",141429
"F65-69 65-69 years","2 Females","1846","Persons",16605
"F65-69 65-69 years","2 Females","1847","Persons",17110
"F65-69 65-69 years","2 Females","1848","Persons",17203
"F65-69 65-69 years","2 Females","1849","Persons",16879
"F65-69 65-69 years","2 Females","1850","Persons",17135
"F65-69 65-69 years","2 Females","1851","Persons",17160
"F65-69 65-69 years","2 Females","1852","Persons",17503
"F65-69 65-69 years","2 Females","1853","Persons",17782
"F65-69 65-69 years","2 Females","1854","Persons",18568
"F65-69 65-69 years","2 Females","1855","Persons",19144
"F65-69 65-69 years","2 Females","1856","Persons",19888
"F65-69 65-69 years","2 Females","1857","Persons",20434
"F65-69 65-69 years","2 Females","1858","Persons",21127
"F65-69 65-69 years","2 Females","1859","Persons",21459
"F65-69 65-69 years","2 Females","1860","Persons",21713
"F65-69 65-69 years","2 Females","1861","Persons",21713
"F65-69 65-69 years","2 Females","1862","Persons",21609
"F65-69 65-69 years","2 Females","1863","Persons",21677
"F65-69 65-69 years","2 Females","1864","Persons",22054
"F65-69 65-69 years","2 Females","1865","Persons",22619
"F65-69 65-69 years","2 Females","1866","Persons",23385
"F65-69 65-69 years","2 Females","1867","Persons",23352
"F65-69 65-69 years","2 Females","1868","Persons",22431
"F65-69 65-69 years","2 Females","1869","Persons",21925
"F65-69 65-69 years","2 Females","1870","Persons",21007
"F65-69 65-69 years","2 Females","1871","Persons",20693
"F65-69 65-69 years","2 Females","1872","Persons",20881
"F65-69 65-69 years","2 Females","1873","Persons",21544
"F65-69 65-69 years","2 Females","1874","Persons",21431
"F65-69 65-69 years","2 Females","1875","Persons",20704
"F65-69 65-69 years","2 Females","1876","Persons",20567
"F65-69 65-69 years","2 Females","1877","Persons",20999
"F65-69 65-69 years","2 Females","1878","Persons",21821
"F65-69 65-69 years","2 Females","1879","Persons",22223
"F65-69 65-69 years","2 Females","1880","Persons",22930
"F65-69 65-69 years","2 Females","1881","Persons",23742
"F65-69 65-69 years","2 Females","1882","Persons",24970
"F65-69 65-69 years","2 Females","1883","Persons",25376
"F65-69 65-69 years","2 Females","1884","Persons",26480
"F65-69 65-69 years","2 Females","1885","Persons",27779
"F65-69 65-69 years","2 Females","1886","Persons",28812
"F65-69 65-69 years","2 Females","1887","Persons",29236
"F65-69 65-69 years","2 Females","1888","Persons",30147
"F65-69 65-69 years","2 Females","1889","Persons",31070
"F65-69 65-69 years","2 Females","1890","Persons",31875
"F65-69 65-69 years","2 Females","1891","Persons",32577
"F65-69 65-69 years","2 Females","1892","Persons",32987
"F65-69 65-69 years","2 Females","1893","Persons",32771
"F65-69 65-69 years","2 Females","1894","Persons",32578
"F65-69 65-69 years","2 Females","1895","Persons",32848
"F65-69 65-69 years","2 Females","1896","Persons",32629
"F65-69 65-69 years","2 Females","1897","Persons",32242
"F65-69 65-69 years","2 Females","1898","Persons",32102
"F65-69 65-69 years","2 Females","1899","Persons",32288
"F65-69 65-69 years","2 Females","1900","Persons",32495
"F65-69 65-69 years","2 Females","1901","Persons",33042
"F65-69 65-69 years","2 Females","1902","Persons",33121
"F65-69 65-69 years","2 Females","1903","Persons",33115
"F65-69 65-69 years","2 Females","1904","Persons",32166
"F65-69 65-69 years","2 Females","1905","Persons",31174
"F65-69 65-69 years","2 Females","1906","Persons",30518
"F65-69 65-69 years","2 Females","1907","Persons",30996
"F65-69 65-69 years","2 Females","1908","Persons",31365
"F65-69 65-69 years","2 Females","1909","Persons",32649
"F65-69 65-69 years","2 Females","1910","Persons",33826
"F65-69 65-69 years","2 Females","1911","Persons",35135
"F65-69 65-69 years","2 Females","1912","Persons",35514
"F65-69 65-69 years","2 Females","1913","Persons",35979
"F65-69 65-69 years","2 Females","1914","Persons",35966
"F65-69 65-69 years","2 Females","1915","Persons",36638
"F65-69 65-69 years","2 Females","1916","Persons",36824
"F65-69 65-69 years","2 Females","1917","Persons",37667
"F65-69 65-69 years","2 Females","1918","Persons",38192
"F65-69 65-69 years","2 Females","1919","Persons",39220
"F65-69 65-69 years","2 Females","1920","Persons",40360
"F65-69 65-69 years","2 Females","1921","Persons",41437
"F65-69 65-69 years","2 Females","1922","Persons",41881
"F65-69 65-69 years","2 Females","1923","Persons",42389
"F65-69 65-69 years","2 Females","1924","Persons",42537
"F65-69 65-69 years","2 Females","1925","Persons",42721
"F65-69 65-69 years","2 Females","1926","Persons",42778
"F65-69 65-69 years","2 Females","1927","Persons",42872
"F65-69 65-69 years","2 Females","1928","Persons",43263
"F65-69 65-69 years","2 Females","1929","Persons",44189
"F65-69 65-69 years","2 Females","1930","Persons",44692
"F65-69 65-69 years","2 Females","1931","Persons",45558
"F65-69 65-69 years","2 Females","1932","Persons",46640
"F65-69 65-69 years","2 Females","1933","Persons",46749
"F65-69 65-69 years","2 Females","1934","Persons",46564
"F65-69 65-69 years","2 Females","1935","Persons",46194
"F65-69 65-69 years","2 Females","1936","Persons",45923
"F65-69 65-69 years","2 Females","1937","Persons",45835
"F65-69 65-69 years","2 Females","1938","Persons",46713
"F65-69 65-69 years","2 Females","1939","Persons",47462
"F65-69 65-69 years","2 Females","1940","Persons",48774
"F65-69 65-69 years","2 Females","1941","Persons",49901
"F65-69 65-69 years","2 Females","1942","Persons",51598
"F65-69 65-69 years","2 Females","1943","Persons",53062
"F65-69 65-69 years","2 Females","1944","Persons",54540
"F65-69 65-69 years","2 Females","1945","Persons",55777
"F65-69 65-69 years","2 Females","1946","Persons",56514
"F65-69 65-69 years","2 Females","1947","Persons",55581
"F65-69 65-69 years","2 Females","1948","Persons",56670
"F65-69 65-69 years","2 Females","1949","Persons",57474
"F65-69 65-69 years","2 Females","1950","Persons",57783
"F65-69 65-69 years","2 Females","1951","Persons",59392
